job_title,education,skills,experience_years,certificates
INFORMATION-TECHNOLOGY,education 2014 college of lake county city state cftc computer forensics technician ,"['excel', 'r']",5,certification computer forensics 2014 college of lake county city state cfac computer forensics analyst certification computer forensics 2013 college of lake county city state certificate of completion paralegal studies legal approved by the american bar association 2008 strayer university state bachelor of science computer information systems infosec computer informationsystems emphasis ininfosec computer information systems emphasis in infosec graduated summa cum laude certificate of completion cisco studies training for cisco na na security na voice microtrain lombard il 2012 2013 encase and ftk certification candiate training for encase and ftk certification 2016 professional affiliations member illinois paralegal association member national federation of paralegal association member cook county bar association member lake county bar association 
INFORMATION-TECHNOLOGY,education master of science computer science 2017 lamar university city state united states of america gpa 4 0 4 0 bachelor of engineering electronics and communication engineering 2013 tribhuvan university city state nepal gpa 3 94 4 0 honours and distinction winner of national robotics competition yantra 1 0 organized by robotics association of nepal ran july 2012 outstanding student award lamar university fall 2017 extra curricular activities resource manager in robotics club kathmandu engineering college tribhuvan university 2013 2013 twice the winner of national robotics competition organized by robotics association of nepal ran conducted and mentored microcontroller workshop 13th january 2013 and circuit synthesis training program 14th june 2013 at kathmandu engineering college presented ideas and project based on android controlled robot in locus 2013 annual technological festival nepal gave a presentation to nepal army club on the application of robotics in safety and security during tech exhibition 2013 treasurer and event organizer in nepalese student association nsa at lamar university 2016 2017 website and links website www sagunpandey com linkedin www linkedin com in sagunpandey github www github com sagunpandey,"['java', 'mysql', 'excel', 'r', 'css', 'javascript', 'html', 'sql']",3,
INFORMATION-TECHNOLOGY,education bachelor of science business management august 05 national american university city state business management associate degree business computer programming may 92 robeson community college business computer programming ce ifications comptia network february 14 comptia a february 14 ,"['excel', 'html', 'r', 'python']",0,
INFORMATION-TECHNOLOGY,education in programming relational database management and computer technology maintenance qualifications database servers structured query language sql expert programming and design ,"['excel', 'sql', 'r']",0,
INFORMATION-TECHNOLOGY,education bachelor of arts business admin and management january 2016 pillar college city state usa i am currently a full time student maintaining a 4 0 gpa in an a elerated program i have completed the following classes organizational management business management business communications and theology security plus ,"['excel', 'r']",0,certification or a reditation 2011 2015 knowledgeable of telecommunications characteristics and capabilities of systems media equipment and related software systems 2011 2015 ability to assess risk factors and advise on vulnerability to attack from a variety of sources and procedures and methods for protection of systems and applications 2011 2015 defines and executes application alignment with business strategy performance service levels business intelligence and management data privacy compliance policy and information security 2011 2015 expertly applies analytical processes to the planning design and implementation of new and improved information systems to meet the business requirements of customer organizations 2011 2015 utilizes knowledge of information technology principles methods and security regulations and policies to administer various information security programs 2011 2015 ensures confidentiality integrity and availability of systems networks and data through the planning analysis development implementation maintenance and enhancement of information systems security programs policies procedures and tools 2011 2015 served as lead it specialist providing computer networking and peripheral support to atec headquarters qip s in c dtc and jitc 2014 
INFORMATION-TECHNOLOGY,education associate of arts business administration 12 2014 business administration comptia security certified ,"['excel', 'r']",3,certification oct 2011 information technology specialist training 25 weeks us army nov 2009 information technology online training 223 hours us army mar 2009 jan 2012 sipr nipr a ess point snap terminal 32 hours certification june 2011 fiber optic connectors and splicing basic installation course 40 hours certification aug 2010 
INFORMATION-TECHNOLOGY,educational and advanced enterprise related technology solutions a strong decisive leader who leads by example and hardworking professional focused on results and details fully bilingual in english and spanish core qualifications ibm enterprise z system x servers microsoft windows vmware esx cloud computing operating systems microsoft windows z os zvm aix suse linux databases sql db2 oracle adabas tools office project visio sharepoint exchange ms m solarwinds orion tivoli track it communication security frame relay mpls fcip enterasys cisco fortinet ,"['sql', 'r']",0,
INFORMATION-TECHNOLOGY,education bachelor of science exercise and sports sciences 1999 colby sawyer college city state usa ,"['sql', 'html', 'mysql', 'r']",0,
INFORMATION-TECHNOLOGY,education master of science management information systems may 2003 university of illinois city state management information systems bachelor of science information and decision sciences may 1995 university of illinois city state information and decision sciences ,"['sql', 'html', 'r']",10,
INFORMATION-TECHNOLOGY,education bs management information systems may 2005 new york university city state gpa magna cum laude gpa 3 922 inducted into alpha sigma lambda honor society dean s list fall 2001 spring 2002 coursework included statistical methods economics database design system analysis and design business organization and management management information systems object oriented analysis interactive design and it networking ,['r'],0,certification program for test and evaluation manager level ii developed working relationships with many state and local responder agencies 
INFORMATION-TECHNOLOGY,education and training associate of science electronic engineering 1980 florence darlington technical school city state electronic engineering dean s list for high gpa class president for second year ,"['excel', 'html', 'r']",37,
INFORMATION-TECHNOLOGY,education and training some college no degree university of advancing technology city state,"['excel', 'r']",0,
INFORMATION-TECHNOLOGY,educational needs of high school students instructed classes concerning a ,"['java', 'javascript', 'r', 'python']",0,certification cisco certification web design programming game design and help desk taught programming courses concerning c python java and javascript programming language as well as taught various web frameworks stc support staff for cte unit to meet staff s technological needs including lms support teacher technology training and maintaining school website developed mobile applications with student body to meet district needs supervisor of internally ran help desk support ticket maintenance and department head of technology troubleshooting for staff geek squad agent 04 2007 to 09 2010 company name city state set up tested and configured networks desktops laptops and printers coordinated hardware and software repair processes with outside vendors trained new employees in effective diagnostic and repair procedures analyzed software hardware and network systems for various transmission systems configured and installed routers switches and wireless controllers 
INFORMATION-TECHNOLOGY,education bachelor of science information system december 2000 university of phoenix information system information system microsoft certified professional tech ,"['excel', 'sql', 'r']",0,
INFORMATION-TECHNOLOGY,education bachelor of science computer information systems 2002 jacksonville university city state computer information systems ,"['excel', 'r']",0,certifications comptia a comptia security sti certified help desk professional 
INFORMATION-TECHNOLOGY,education baruch college city state a ounting bs a ounting ,"['sql', 'r']",0,
INFORMATION-TECHNOLOGY,education associate s degree computer information systems harrisburg area community college computer information systems associate s degree business administration business administration mba leadership program elizabethtown college leadership program various technical training ,['r'],0,certification courses and an honorably discharged air force veteran 
INFORMATION-TECHNOLOGY,education bachelor of science management information systems university of maryland university college city state ,['r'],16,certifications microsoft certified technology specialist 2008 mcts 2008 citrix certified administrator a information systems management certificate project management certificate
INFORMATION-TECHNOLOGY,educational resources team lead and recorder education 2016 metropolitan state university city state usa business administration and management mba master of business administration mba international trade organizational behavior finance and a ounting gpa 3 7 2015 national taipei university of nursing and health science city state taiwan information management bachelor of science bachelors of information management information technology erp enterprise resource planning recruited to top 3 schools based on academic achievement 2015 global language institute city state usa english english dialect and language excelled in english write read and speak english chose to be graduation speaker for the classs gpa 3 4,"['excel', 'r', 'css', 'java', 'html', 'sql']",0,
INFORMATION-TECHNOLOGY,education and training m s it csuf it fullerton masters of science degree information technology mihaylo college of business and economics california state university information technology gpa 3 4 b s it uop it bachelors of science degree information technology university of phoenix information technology gpa 3 7 ,['r'],0,
INFORMATION-TECHNOLOGY,education and training b b a management information systems university of houston management information systems 2010 certified information systems auditor cisa ,"['sql', 'r']",0,certification operational audits quarterly performance assessments for segregation of duty sox controls by compiling and distributing monthly and quarterly user a ess reports provide functional expertise and guidance to developers for technical solutions in modules of peoplesoft core financials and other applications provision user security for peoplesoft financials ensure that appropriate roles permission lists and row level security exists for all functional areas create new business process flows and functional designs for enterprise learning management requirements work with the business owners data owners end users and external auditors on fit gap analysis and remediation for process requirements improvements and recommend best practice solutions determine the risks associated with the a ess and highlight any risks to management obtain report approval from business units and data owners of financial systems for review and user a ess validation perform data migrations across multiple environments using dell stat 5 6 5 7 streamline and close the gaps of the employee onboarding and termination process analyze monitor and troubleshoot business processes of systems that interface with peoplesoft financials create analyze and monitor a ess including creation deletion and modification of a ess coordinate and manage application release processes with various teams interact with different teams of project managers developers quality engineers peers and other team members from integration teams 07 2014 to 04 2015 sr application systems analyst company name city state worked with business owner to gather and document business requirements and business processes created and configured work centers dashboards and interaction hubs for hcm and financials using peoplesoft 9 2 peopletools framework provisioned user security and functional support for peoplesoft hr ps financials ps campus solutions and workday hcm ensure that appropriate roles permission lists and row level security exist for all functional areas mapped security parameters for peoplesoft 9 1 to 9 2 upgrade worked with third party vendors to implement solution created and maintained documentation of application support and technical environments performed data cleanup and validation of security roles and permission lists performed user security role recertification to ensure sox and data privacy assessments prepared applications for identity a ess management identified and resolved application issues effectively and in a timely manner provided advanced technical application support and troubleshooting performed service request changes and assigned work a urately and efficiently supported remote users using citrix remote desktop microsoft lyncs 10 2007 to 07 2014 sr erp security analyst team lead project lead company name city state as a team lead was responsible for implementation troubleshooting cybersecurity assessments peoplesoft user security reviews and security support user system a ess review and upgrades for peoplesoft hrms peoplesoft financial systems and workday hcm ensure that appropriate roles permission lists and row level security exists for all functional areas responsible for working with stakeholder to gather requirements to bridge the gap between us oncology uson and mckesson specialty health for the merger worked with stakeholders to perform comprehensive requirements gathering for onboarding new oncology clinics into the mckesson network gathered the requirements and implemented the change to transfer uson corporate employees to mckesson s peoplesoft hcm managed application project initiatives procurement and change management this included impacts to business applications processes and supplier management day to day planning audit schedules risk management compliance and ensuring the team met its required level of service for production responsible for coordinating with it support teams on major incident management issues using itil best practices performed business processes creation analysis and re engineering provided specialized training on application functionality investigated and resolved it issues and complaints from end users business owners and stakeholders supported and maintained other applications such as iknowmed ehr managed and performed change management of security initiatives and business process changes for peoplesoft hrms peoplesoft financials including grants and workday hcm on boarded new oncology practices worked with the clients to perform fit gap analysis to integrate the practices into the mckesson network peoplesoft functions included the creation and modification of the roles and permission lists updates to row level security processes and query security responsible for the creation modification and terminations security of users for iknowmed ehr peoplesoft oracle siebel and additional medical systems served as a core team member for the eib uploads implementation and integration of security and business processes for workday hcm payroll time tracking absence management and compensation modules provided both technical and functional support for peoplesoft financials peoplesoft hr and workday hcm actively provided peoplesoft security subject matter expertise to the internal audit team to assist in evaluating the adequacy and effectiveness of application controls monitored annually maintained security documentation including migration requests security component and object standards and definitions and weekly status reports created and maintained security admission procedures for each application managed and generated weekly security reports for security incidents in the heat incident handling tool to reduce the number of security issues and defects and enhance application controls and monitoring developed and distributed quarterly security audit reports for the business owners review and signoff worked with the business owners to identify risk define business processes and reduce granting excessive a ess to users coordinated business owner process approvals and authorization for requisition approvals invoice approvals employee time approvals and user provisioning participated in change management meetings to add value through perspective and awareness of impacts to operational changes proposed contributed ideas for building efficiency within the department and business units 04 2007 to 10 2007 manager company name city state managed and assisted in development of major incident management procedures to be followed by it staff in resolving network related issues served a key role in the remedy implementation project this included the installation and creation of data structure requirements and value data population in the new remedy incident handling tool created a change management strategy and established reinforcement mechanisms and celebration of su ess developed and maintained a network infrastructure that met all service level requirements and provided additional capacity for growth applied a structured itil major incident management and change management approach and methodology identified potential people side risks and anticipated points of resistance developed specific plans to mitigate or address the concerns provided the documentation tracking of potential gaps and risks and status of mitigation steps to reduce these risks conducted readiness assessments evaluated results and presented findings developed a set of actionable and targeted change management plans including communication plan sponsor roadmap coaching plan training plan and resistance management plan supported the execution of plans by employee facing managers business leaders and stakeholders conducted active and visible coaching to change sponsors executive leaders created and managed systems metrics to track adoption utilization and proficiency of individual changes identified resistance and performance gaps and worked to develop and implement corrective actions 03 2006 to 04 2007 lead client security analyst company name city state served as the liaison between the business and it departments supporting global a ounts for companies located all over the world worked with developers to implement changes in production led a team of five employees including first level support located in gurgaon india to provide production security issue resolution met with business team to determine requirements and define new process flows for new teams gathered requirements for newly created teams and determined which business applications environments were necessary for proper job performance developed and enforced policy regarding mandatory security procedures documented functional training procedures and implement changes to security procedures instituted security policies as dictated by business needs regularly met with internal and external auditors to perform security walkthroughs and assisted in documenting test plans and mitigating findings ensured sox sas70 audit compliance by performing monthly quarterly user audits developed and maintained documentation for audit compliance performed business impact analysis and cost benefit analysis for potential tools applications hardware and system solutions chaired weekly meetings to address various client issues worked with stakeholders to identify and moderate risks created new roles maintained segregation of duties and ensured appropriate a ess levels for applications maintained across product business lines structured roles permissions a ording to design specifications and user specifications managed siebel queues to disseminate track and evaluate security requests received by client security implemented modifications to request processes participated in functional testing implemented and tested changes to online request processes 05 2002 to 03 2006 sr technical analyst company name city state coordinated with analysts programmers to evaluate modify test debug and maintain applications performed parallel testing and functional testing during peoplesoft upgrades administered peoplesoft security to create modify and delete the security of users diagnosed and resolved software issues and defects a urately interpreted and fulfilled customer requirements to achieve customer satisfaction provided third level end user support worked with network and application support team to resolve technical issues created and maintained support roles and permissions lists based on functional specifications and security requirement requests identified and managed problems determined root cause and initiated corrective action and risk mitigation where applicable provided support for as 400 mainframe e procurement peoplesoft vpn connectivity blackberry and other applications documented new existing functional processes and procedures as well as created knowledgebase articles related to previously undocumented resolutions worked on business process re engineering initiatives established and maintained cooperative working relationships and an effective system of communication within the organization developed training and technical documentation and performed end user training facilitated weekly continuous improvement meetings with business users to identify enhancement requests and production support issues participated in weekly production support meetings with it maintained issue and development task list documentation and status reporting on issues and enhancement requests of business users 02 2000 to 09 2001 systems infrastructure analyst company name city state 10 1999 to 02 2000 technology service consultant company name city state 
INFORMATION-TECHNOLOGY,education and training bachelor of science civil engineering university of buea city state cameroon civil engineering technical environment databases oracle 10g 11g 12c mysql 5 6 5 7 sql server 2008 2012 platforms oracle enterprise linux 5 11 6 7 7 hp ux 10 x 11 x sun solaris 2 5 2 6 windows server 2008 tools tkprof explain plan statspack awr and addm toad putty x wing32 winscp database utilities oracle enterprise manager real application cluster asm transportable tablespaces sql loader rman datapump export import languages sql plus pl sql unix shell scripting ksh bash,"['excel', 'sql', 'mysql', 'r']",0,
INFORMATION-TECHNOLOGY,education department located on the main campus chico center orland paradise and glenn county recommended modifications or improvements for methods procedures techniques and equipment required for the business education degree programs and computer labs resulting in time and cost savings for the department designed and maintained database of 8 years of graduating students following their degree programs and certificates provided effective instruction and tutoring to a widely diverse group of students in the following career programs microsoft office word excel a ess powerpoint and publisher computer applications office assistant medical front office assistant legal office assistant desktop publishing and medical transcription for ,"['excel', 'sql', 'html', 'r']",8,certification collaborated with the technical support team to recommend new hardware and software to improve the performance of the computers maintained and updated butte college business 
INFORMATION-TECHNOLOGY,education 2002 doctor of pharmacy pharmaceutics massachusetts college of pharmacy and health science city state usa clinical rotations at beth israel deaconess medical center infectious disease boston children s hospital center for poison control and prevention beverly hospital inpatient and ambulatory care boston dialysis center 1992 master of science hardware engineering university of information technology mechanics and optics city russia ,"['excel', 'r']",0,certifications in good standing with the massachusetts board of pharmacy 
INFORMATION-TECHNOLOGY,education and training texas a m university central texas 08 2011 master s degree city state united states gpa gpa 3 80 gpa 3 80 credits earned 36 semester hours masters of sciences information systems information systems central texas college 12 2008 united states technical or o upational certificate city state gpa gpa 4 0 gpa 4 0 credits earned 18 quarter hours 9 2 2015 microsoft system administrator relevant coursework licenses and ,"['excel', 'sql', 'html', 'r']",22,certifications itnw 1458 comptia network itmt 1350 ms 70 270 managing and maintaining an ms windows 2003 environment itmt 1355 server 2003 network infrastructure itmt 1400 ms 70 270 implementing and supporting ms windows xp professional job related microsoft certified it professional mcitp apr 2012 training comptia security certified professional mar 2010 microsoft certified professional mcp oct 2008 comptia network certified professional may 2008 comptia a certified professional apr 2008 language language spoken written read 
INFORMATION-TECHNOLOGY,education mini mba boston university bs electronics and communications engineering anjuman engineering college city www linkedin com in boppanarao affiliations 2018 stevie award gold winner watch us on our way app 2017 safelite solutions innovation award new claims management tool 2016 belron exceptional customer service award part identification 2015 safelite group customer driven leadership award 2013 belron exceptional service award allstate integration 2013 belron exceptional service award customer self service innovation 2013 safelite group wall of fame award 2008 safelite group wall of fame award ,"['sql', 'r']",20,
INFORMATION-TECHNOLOGY,education de la salle university guidance counseling ms guidance counseling assumption college psychology bs psychology agile management uc berkeley extension advanced project management program stanford university scpm project management san jose state university certified lean six sigma black belt in lean six sigma quality and operational excellence harrington institute certified scrummaster csm certified scrum product owner cspo scrum alliance foundation certificate in it service management v2 itil exin project management professional pmp pmi certified professional in health information management systems cphims himss ,"['excel', 'r']",0,
INFORMATION-TECHNOLOGY,education connections and supporting equipment deployed re imaged hard drives or newly acquired assets for classrooms or professors based on priority scheduling assisted lab desk student workers with issues cooperated with lab desk students on scheduling a ommodations and support check out and manage the plethora of it department equipment based on appointments in sharepoint or open door policy performed room checks to test equipment and replace faulty campus property during the semester breaks set up purchased assets within classrooms for students while retiring and recycling older systems company name information technology student center intern city state september 2011 december 2011 resolved student center questions and arranged peer to peer tutoring assistance with specific students in css program prepared and delivered a microsoft office training session training videos for the general public in a workforce environment created and enabled multiple custom virtual machines in a sandboxed environment to distinguish networking and connectivity continued research and interacted with microsoft windows macintosh os x mobile and linux operating systems education bachelor of science information science technology university of wisconsin city state 12 2014 information science technology aas waukesha county technical college city state it computer support specialist 12 2011 a omplishments uw waukesha dean s list wctc honor list who s who program wctc nths member 2010 phi theta kappa honor society bchs honor roll ,"['css', 'r']",0,
INFORMATION-TECHNOLOGY,education and training bachelor of science information technology july 2016 university of phoenix information technology number gpa ,"['java', 'mysql', 'r', 'css', 'javascript', 'html', 'sql']",18,
INFORMATION-TECHNOLOGY,education i thrive to exceed technical business and customer expectations a long time hobby of mine is demonstrating electronics in retail stores i really enjoy in store demonstrations direct sales and training sessions with employees continuing to improve myself is very important to me i feel being professionally certified by comptia lexmark hewlett packard microsoft fujitsu ic the eta fema and other bodies allows me to think outside the box and create a custom solution that best fits the client s needs highlights exceptional telephone etiquette vast technical knowledge troubleshooting proficiency dhcp dns ethernet and firewall proficient comptia a net a omplished with mobile devices technical help desk ,"['excel', 'r']",0,
INFORMATION-TECHNOLOGY,education expertise includes team leadership technical architecture training and development disaster recovery planning and information protection analysis dynamic resourceful and extremely driven individual with a deep passion for creating and delivering programs and solutions that empower a team company and customer to meet and exceed desired expectations core qualifications it management results oriented operations management budget administration change management problem resolution team leadership decisive leader cost reduction ,"['excel', 'r']",30,
INFORMATION-TECHNOLOGY,education software i used ghost software to image computers when necessary lan administrator install and manage hyper v and other servers manage 3 sans dell equallogic nimble storsimple troubleshooting server and client issues administer exchange 2010 proofpoint spam filter iboss web filter system center operations manager and operation manager emc networker backup installed and maintain active directory group policy user a ount management analyzing technical issues to improve functio9nality software operating systems windows server 2016 2012 2003 2000 windows xp 7 10 linux hp unix microsoft office 2007 2010 2013 2016 skype for business track it work orders escape financial system aeries student information system alertus desktop alerting laserfiche sharepoint 2013 lync 2013 iboss web filter proofpoint spam filter exchange 2010 dag and client a ess array informacast speaker system microsoft system center and operations manager emc networker backup software arcgis desktop and server maas360 mobile phone management azure hardware install components such as network interface cards ram video cards hard drives raid controllers network cabling motherboards power supplies also troubleshooting components education 2013 i have attended several college computer science courses this includes visual basic programming unix several networking courses exchange week long course emc networker week long course arcgis week long course windows 2012 powershell week long course ,['r'],0,
INFORMATION-TECHNOLOGY,education and training august 2012 master of pharmacy bio technology jss college of pharmacy city india bio technology 3 80 4 0 may 2010 bachelor of pharmacy kakatiya university city india 3 60 4 0 ,['r'],0,
INFORMATION-TECHNOLOGY,education bachelor of science management information systems cardinal stritch university city state online profile linkedin www linkedin com in robertrjordan,"['excel', 'r']",0,certifications vmware certified professional 5 data center virtualization vmware certified professional 5 desktop virtualization itil foundation certified microsoft certified professional server 2012 core a omplishments leadership 
INFORMATION-TECHNOLOGY,education 6 2012 master of science management project management colorado technical university gpa gpa 3 35 coursework in business management and communications management project management gpa 3 35 10 2009 bachelor of science information technology university of phoenix gpa gpa 3 53 coursework in distributed computing networks and databases information technology gpa 3 53 ,"['excel', 'r']",9,certifications comptia network certified 2006 a hardware software certified 2006 microsoft corporation microsoft certified professional certified 2006 mcse windows 2000 pasadena ca certified 2000 
INFORMATION-TECHNOLOGY,education and training associates of arts and sciences aas business administration software technology business administration software technology associates of arts aa information technology heald college information technology associate of applied sciences aas network security heald college network security comptia a ,['r'],5,certification comptia security certification 
INFORMATION-TECHNOLOGY,education grantham university 2017 master of science information management technology city state saint leo university 2015 bachelor of business administration management city state saint leo university 2013 associate of arts liberal arts city state additional information active top secret clearance graduate of signal systems support advance leader course in information systems and networking training military good conduct awards overseas ribbons operation iraq freedom award global war on terrorism award and certificate of appreciation golden harvest volunteer community services recognized as non commission officer of the month december 2012 and a candidate for battalion non commission officer of the year march 2012 ,"['excel', 'r']",10,
INFORMATION-TECHNOLOGY,education bachelor of arts geography state university of new york at stony brook city state us ce ifications affiliations bachelor of arts sociology bachelor of science biochemistry associates geography state university of new york at stony brook stony brook new york ,['r'],0,certifications microsoft certified systems engineer certified information systems security professional cissp certified ethical hacker ceh v8 information technology infrastructure library foundations goodwill industries international executive development program graduate mobile enterprise executive panelist gartner summit panelist enterprise cio forum contributor wall street journal cio contributor candidate 
INFORMATION-TECHNOLOGY,education family financial planning graduate certificate iowa state university city state will be a certified financial planner after completion 1 1998 gpa gpa 4 0 gpa 4 0 b s marketing iowa state university city state marketing microsoft front page certified new horizons des moines ia a omplishments 1 1999 l rolled out the first company wide intranet for a fortune 500 company l learned two computer languages on my own to better understand the limits of what developers can do l in 2010 elected professional and scientific representative l implemented entire electronic thesis dissertation solution at iowa state university l published paper at international academy of technology education and development iated conference empowering departments across the university by using web technologies 2,['r'],0,
INFORMATION-TECHNOLOGY,education and training scaled agile framework safe 4 agilist ,['r'],7,certification 2019 project management professional pmp 2018 american university state master of arts in international affairs 2011 american university state master of arts in natural resources 2011 clemson university city state bachelor of arts in biological sciences 2008 languages fluent in spanish
INFORMATION-TECHNOLOGY,education master of science computer engineering present university of missouri state gpa gpa 3 7 computer engineering gpa 3 7 bachelor of technology electrical and electronics engineering may 2013 jawaharlal nehru technological university india gpa gpa 3 65 electrical and electronics engineering gpa 3 65 ,"['java', 'mysql', 'excel', 'r', 'css', 'javascript', 'html', 'sql']",2,
INFORMATION-TECHNOLOGY,education bs sociology and social work psychology 1983 weber state university sociology and social work psychology my education background has provided me with several abilities that has allowed for an easy transition to any job that i cultural competence and effective communication 04 06 16 27931 sksit monitoring backups and recovery in windows server 2008 03 02 16 31818 sksit software updates and compliance management in microsoft windows server 2008 02 17 16 sksit patch management and securing and monitoring servers in windows server 2008 12 18 15 36545 sksbs it project management essentials monitoring and controlling it projects 12 11 15 36544 sksbs it project management essentials executing it projects 12 11 15 36543 sksbs it project management essentials initiating and planning it projects 12 11 15 36546 sksbs it project management essentials managing risks in an it project 12 11 15 36541 sksbs it project management essentials introduction to it project management 12 10 15 27225 sksbs troubleshooting and closing the project 12 10 15 60476 sks llpkg pm lite a blended approach 12 10 15 27236 sksbs managing a project 12 09 15 27234 sksbs transitioning into a project management role 11 27 15 27233 sksbs project management fundamentals 11 13 15 27235 sksbs initiating and planning a project 11 12 15 31813 sksit windows server 2008 backup and recovery 11 10 15 31586 sksit setting up and securing windows 7 01 14 15 57785 pstr fisma continuous monitoring asca training 01 07 15 43943 sksit sscp domain malicious code 10 16 14 23279 configuration management cm overview cbt 01 07 14 43161 change management process overview 01 07 14 31813 sksit windows server 2008 backup and recovery 12 10 13 53407 sksit cisco iins 2 0 vpn technologies and public key infrastructure 12 06 13 23796 sksit intrusion detection and response in networked environments 12 05 13 23464 sksit 3g communication systems 11 23 12 ,"['excel', 'r']",7,certification a reditation process 04 12 07 18064 ka a information security awareness beginner 04 11 07 13085 sksbs building relationships to get results 08 03 06 14115 sksit internet security firewall principles 08 02 06 14025 sksit cisco routers firewalls and perimeter security 07 31 06 14780 sksit wireless security 07 31 06 15248 windows server 2003 active directory services 04 07 06 17633 sksit malicious code 03 24 06 18035 ka a technical controls 03 23 06 18041 ka a risk management 03 22 06 18034 ka a operational controls 03 17 06 18004 ka a principles of operating systems security 03 17 06 18033 ka a management controls 03 16 06 17996 ka a it security awareness intermediate 03 15 06 18076 ka a fisma establishing security metrics 03 14 06 18064 ka a information security awareness beginner 03 14 06 18060 ka a implementing physical security 03 14 06 15225 firewalls and internet security 12 16 05 system administrator 07 2005 to current company name hours per week 40 ogden ut 84201 series 2210 pay plan gs grade 12 information technology computer this is a federal job supervisor peter c morgan 304 264 5413 may contact supervisor yes as the 12 computer systems administrator the eops e wssb bss cis group my job function is varied and requires multi tasking as a standard i have acted as the cis section supervisor i am a trainer for new employee s coming into the group on details and 4 new permanent employees into the cis group i am required a basic working understanding of 7 projects and to be able to step in for other sa s at a moment s notice of well over 500 servers the work involves analyzing customer requirements developing specifications for new or modified systems planning and coordinating the design development testing installation and support of new and modified systems including hardware and software and serving as the primary liaison with customer organizations on all it related matters the work may involve developing and presenting training on the operation and maintenance of new systems to the irs it staff including it specialists in other specialty areas to insure that new systems are properly managed the employee may adapt and implement systems diagnostic and maintenance tools to ensure the availability and functionality of systems required to support organizational objectives and evaluate and recommend selection of new systems diagnostic tools this work affects the availability of irs it systems needed to meets the mission requirements regular contacts include employees in the same or related units employees and managers within irs and contractors vendors at several levels of the agency campuses headquarters or field offices and individuals or groups from outside the agency including consultants contractors vendors or representatives of professional my main duties are to maintain server s operation security and analyze and diagnose system hardware and software components i also write up problem tickets with server s hardware and software and get clearance for vendors to have a ess to the servers for hardware repair as well as scheduling times with local i r s personal and vendor to a omplish the repairs i make sure when new server are to be put on the domain i do all of the appropriate paper work which includes requesting uwr s kisam asset management to include all of the new servers information from serial numbers bar code make model and location just to name few of them i also file out the server compliance checklist software license forms in addition i image or re image server with the proper windows operating system and software needed to run the server e g contact recording contact analytics tos s among other servers i also monitor and respond to kisam tickets i also monitor hids symantec anti virus programs are up to date and operational insure all microsoft windows patches are installed on servers i make sure altiris is installed and the endpoint is healthy and if not i make the necessary corrections i run windows policy checker to insure the server stays with irs and cyber security compliance if there are any that is not in compliance i make the necessary changes to bring them back into compliance i create documents in word and power point in referencing to problems that i have encountered during trouble shooting a situation for other s in my group in case they have similar situations or problems and put them in our group shared location on the network for all to read i also have done short training on things that i have encountered or i had more knowledge than others in my group via osc in sharing on my conference calls tpf operations server tos i am the main system administrator and my a omplishments that i achieved was to set up a single sign on bag group single sign on to the imm from un secure imm web page to a secure web page and brought it current with the big fix patching installing and maintaining software and hardware controlling current versions in use and future release of application software and documenting the physical configuration of the system optimizing the functionality of servers systems using performance tuning tools and techniques analyze and diagnosing and recovering failed systems using systems diagnosis tools and fault identification techniques planning and coordinating the installation of new products or equipment resolving installation problems identifying and mitigating security vulnerabilities and risks and maintaining server integrity and availability initiating corrective or preventive actions such as increasing disk or memory capacity to improve system performance 01 1989 to 04 2007 company name hours per week 40 ogden ut 84201 series 2210 pay plan gs grade information technology computer system administrator this is a federal job supervisor sandy spiers 801 620 4555 may contact supervisor yes my responsibilities were to assist public electronic filing programmers by analyzing diagnosing and making proposals on error in software to getting there software to passing the irs standards for electronic filing i did this by using irs irm and thereby have them transmit standard test returns then i would have to print out there transmitted test returns and analyses and determine where there programming error s were and call them and communicate to them where the error o urred they would make the correction and it would be a epted as an electronic filing software program i also work closely with the electronic filing tax examiners in assisting the transmitters in problem solving their situation another responsibility i had was to have all of the data copied to a nine track tape and processed on the mainframe computer from that output then we had to drain the information on to an archival system that allowed the authorized i r s employees to a ess the returns if a taxpayer had questions about their returns i also helped my group to maintain our network and desktop computers there were times we would lose connection to the network and we would have to use a network sniffer that would assist us on the type and location of the problem that needed to be fixed i also would install updates to the workstations as they became available to us thru download transmittal job related training item item description completion date information technology specialist 01 2013 within my first 7 years i was able to go from a gs 3 clerk position to the level of systems administrator gs 12 i achieved was to set up a single sign on bag group single sign on to the imm from un secure imm web page to a secure web page and brought it current with the big fix patching personal interests riding motorcycles walks hiking riding bicycles camping spending quality time with family and friends tracking the stock market 
